race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
White,1,44.0,3.4,SC,-0.62,0.87380952381,1.0
Black,1,35.0,3.4,SC,-2.2,0.7613095238099999,0.0
White,2,39.0,3.7,SC,-0.31,0.839880952381,1.0
White,1,42.0,3.8,SC,-0.56,0.886904761905,1.0
White,1,39.0,3.2,SC,-1.3,0.792261904762,1.0
White,2,44.0,3.7,SC,-0.08,0.902380952381,1.0
White,1,45.0,3.8,FW,1.09,0.9244047619050001,1.0
White,1,41.0,3.4,SC,-0.27,0.83630952381,1.0
White,2,46.0,2.6,SC,-0.93,0.822619047619,1.0
White,2,45.0,3.4,SC,0.17,0.8863095238099999,1.0
White,2,39.0,3.7,SC,1.09,0.839880952381,1.0
White,2,42.0,3.8,SC,0.94,0.886904761905,1.0
White,2,41.0,3.3,SC,0.48,0.826785714286,1.0
White,2,47.0,3.5,FW,1.44,0.920833333333,1.0
White,2,40.0,3.7,SC,-1.37,0.8523809523810001,1.0
Mexican,2,39.0,3.4,SC,-0.43,0.81130952381,1.0
White,2,46.0,3.6,SC,0.61,0.9178571428569999,1.0
Asian,1,28.5,3.6,SC,-0.41,0.6991071428569999,1.0
White,1,35.5,3.7,SC,0.15,0.7961309523810001,1.0
White,1,37.0,3.9,SC,-0.14,0.833928571429,1.0
White,1,44.0,3.6,SC,-0.25,0.8928571428569999,1.0
White,2,41.0,3.6,SC,0.01,0.8553571428569999,1.0
White,2,42.0,3.9,NE,0.73,0.896428571429,1.0
White,2,47.0,3.4,SC,1.92,0.91130952381,1.0
White,2,38.0,3.4,SC,-0.64,0.7988095238099999,1.0
White,2,48.0,3.7,SC,1.77,0.9523809523810001,1.0
White,2,48.0,3.7,SC,0.03,0.9523809523810001,1.0
Mexican,2,38.0,3.0,SC,-0.52,0.760714285714,1.0
White,1,41.0,2.9,SC,-0.64,0.78869047619,1.0
White,2,46.0,3.3,SC,0.79,0.889285714286,1.0
White,2,41.0,3.6,SC,-0.25,0.8553571428569999,1.0
Black,1,42.0,3.5,SC,0.55,0.858333333333,1.0
White,2,44.0,3.7,SC,-0.76,0.902380952381,1.0
White,1,43.0,3.9,SC,1.21,0.9089285714290001,1.0
White,1,41.0,3.5,SC,1.19,0.8458333333329999,1.0
Mexican,1,27.0,3.2,SC,-2.01,0.642261904762,0.0
Asian,2,44.0,3.3,GL,-0.49,0.864285714286,1.0
Mexican,2,30.0,3.1,SC,-1.2,0.670238095238,1.0
White,1,37.0,3.6,SC,-0.56,0.8053571428569999,1.0
White,1,40.0,3.7,SC,-0.6,0.8523809523810001,1.0
White,1,47.0,3.5,SC,0.57,0.920833333333,1.0
White,2,39.0,3.7,SC,-0.27,0.839880952381,1.0
White,2,38.0,3.5,FW,1.21,0.808333333333,1.0
White,2,41.0,3.5,SC,-0.14,0.8458333333329999,1.0
Hispanic,1,39.0,3.1,SC,-1.01,0.782738095238,1.0
White,2,43.0,3.7,SC,0.48,0.8898809523810001,1.0
White,2,48.0,3.3,SE,1.02,0.914285714286,1.0
White,1,41.0,4.0,SC,1.09,0.893452380952,1.0
White,2,41.0,3.7,SC,-0.04,0.864880952381,1.0
White,2,46.0,3.4,SC,0.63,0.89880952381,1.0
White,2,44.0,3.8,SE,1.21,0.911904761905,1.0
White,2,39.0,3.9,SC,1.42,0.858928571429,1.0
White,2,42.0,3.6,SC,1.54,0.8678571428569999,1.0
White,2,39.0,4.0,SC,0.32,0.8684523809520001,1.0
Black,1,33.0,3.2,SC,-0.93,0.717261904762,1.0
Mexican,1,38.0,3.2,SC,-0.95,0.779761904762,1.0
White,1,43.0,3.6,SC,-0.99,0.880357142857,1.0
White,2,43.5,3.0,SC,1.36,0.829464285714,1.0
White,2,45.0,3.1,SC,0.84,0.857738095238,1.0
White,2,39.0,3.4,SC,1.29,0.81130952381,1.0
White,2,43.0,2.5,SC,-0.74,0.775595238095,1.0
White,1,44.0,3.8,SC,1.36,0.911904761905,1.0
White,2,40.0,3.7,SC,0.09,0.8523809523810001,1.0
White,2,48.0,3.4,SC,0.4,0.9238095238099999,1.0
White,2,41.0,3.2,SC,-0.24,0.817261904762,1.0
Mexican,2,32.0,3.4,SC,-1.1,0.72380952381,1.0
White,2,47.0,3.6,FW,0.61,0.9303571428569999,1.0
White,1,41.0,3.6,SC,0.59,0.8553571428569999,1.0
White,1,44.0,3.6,SC,1.13,0.8928571428569999,1.0
White,2,44.0,3.4,SC,-1.06,0.87380952381,1.0
White,2,48.0,3.5,SC,0.61,0.933333333333,1.0
White,1,39.0,3.7,SC,-1.1,0.839880952381,1.0
White,2,46.0,3.5,SC,-0.02,0.9083333333329999,1.0
White,2,44.0,3.8,SC,1.17,0.911904761905,1.0
Black,2,35.0,3.5,SC,0.69,0.770833333333,1.0
White,2,42.0,3.7,SC,0.61,0.8773809523810001,1.0
White,2,44.0,3.3,Mt,1.23,0.864285714286,1.0
White,2,40.5,3.8,SC,1.52,0.8681547619050001,1.0
White,2,42.0,3.8,SC,1.73,0.886904761905,1.0
White,2,44.0,3.6,SC,0.48,0.8928571428569999,1.0
White,1,46.0,3.6,SC,1.86,0.9178571428569999,1.0
White,1,45.0,3.3,SC,0.86,0.8767857142859999,1.0
Mexican,2,37.0,2.9,SC,-0.29,0.7386904761900001,1.0
White,1,43.0,3.6,SC,0.32,0.880357142857,1.0
Asian,1,37.0,3.8,SC,-0.6,0.824404761905,1.0
White,1,41.0,3.7,SC,1.83,0.864880952381,1.0
Mexican,1,39.0,3.3,SC,0.52,0.801785714286,1.0
White,2,39.0,3.2,SC,-0.49,0.792261904762,0.0
White,2,42.0,3.6,SC,-0.22,0.8678571428569999,1.0
White,2,40.0,3.6,SC,-0.35,0.842857142857,1.0
White,2,48.0,3.1,NE,1.48,0.895238095238,1.0
White,2,44.0,3.6,SC,0.84,0.8928571428569999,1.0
White,1,45.0,3.5,SC,0.9,0.895833333333,1.0
Asian,2,41.0,3.7,FW,0.27,0.864880952381,1.0
White,1,42.0,3.9,SC,-0.18,0.896428571429,1.0
White,2,44.0,3.8,SC,0.86,0.911904761905,1.0
Mexican,1,38.0,2.8,SC,-1.84,0.7416666666670001,1.0
White,2,38.0,3.4,SC,-1.57,0.7988095238099999,1.0
White,1,39.0,3.6,NE,-1.16,0.8303571428569999,1.0
White,2,48.0,3.8,SC,0.44,0.9619047619050001,1.0
White,1,47.0,3.7,SC,1.73,0.9398809523810001,1.0
White,1,45.0,3.6,SC,0.5,0.905357142857,1.0
White,1,42.0,3.6,SC,-0.95,0.8678571428569999,1.0
White,2,44.0,3.3,SC,0.75,0.864285714286,1.0
White,2,43.0,3.7,SC,0.0,0.8898809523810001,1.0
White,2,43.0,3.3,SC,0.19,0.851785714286,1.0
Black,1,33.0,3.1,NE,-1.37,0.707738095238,1.0
White,2,39.0,3.6,FW,-1.06,0.8303571428569999,1.0
White,1,36.0,2.9,SC,-0.49,0.72619047619,1.0
Black,1,32.0,3.2,SC,-1.03,0.704761904762,1.0
White,2,43.0,3.5,SC,0.67,0.870833333333,1.0
Mexican,2,40.0,3.0,SC,-0.97,0.785714285714,1.0
White,2,37.0,3.8,SC,-0.02,0.824404761905,1.0
White,2,41.0,3.3,SC,0.44,0.826785714286,1.0
White,2,38.0,3.8,SC,1.65,0.8369047619050001,1.0
Black,1,37.0,3.5,SE,-0.83,0.795833333333,1.0
Mexican,1,40.0,3.1,SC,-1.03,0.795238095238,0.0
White,1,42.0,3.5,SC,-1.64,0.858333333333,1.0
White,1,42.0,3.9,SC,0.88,0.896428571429,1.0
White,1,41.0,3.6,SC,-0.43,0.8553571428569999,1.0
Hispanic,1,35.0,3.2,SC,-2.2,0.742261904762,0.0
White,2,41.0,3.9,SC,0.8,0.883928571429,1.0
Mexican,2,40.0,3.9,SC,-0.54,0.8714285714290001,1.0
White,1,40.0,3.6,SC,-0.79,0.842857142857,1.0
White,1,35.0,4.0,SC,-0.37,0.818452380952,1.0
White,1,46.0,3.7,SC,-1.93,0.927380952381,1.0
White,2,41.0,3.5,SC,-2.24,0.8458333333329999,1.0
Mexican,2,38.0,3.7,SC,-1.58,0.8273809523810001,1.0
White,1,43.0,3.5,SC,-0.66,0.870833333333,1.0
White,1,39.0,3.8,SC,0.15,0.849404761905,1.0
Asian,2,40.0,3.3,SC,-0.95,0.8142857142859999,1.0
White,1,42.0,3.9,FW,0.17,0.896428571429,1.0
Hispanic,1,43.0,3.5,SC,-1.14,0.870833333333,1.0
White,1,39.0,3.7,SC,-0.25,0.839880952381,1.0
White,2,46.0,3.2,SC,0.5,0.879761904762,1.0
White,1,41.0,3.6,SC,-1.37,0.8553571428569999,1.0
Black,2,42.0,3.5,SC,0.88,0.858333333333,1.0
Mexican,1,33.0,3.8,SC,-1.7,0.7744047619050001,1.0
White,1,38.0,3.6,SC,0.5,0.817857142857,1.0
White,1,48.0,3.4,SC,0.27,0.9238095238099999,1.0
White,2,43.0,3.7,SC,2.19,0.8898809523810001,1.0
White,1,40.0,3.8,SC,-0.89,0.8619047619050001,1.0
Mexican,2,31.0,3.5,SC,0.05,0.7208333333329999,1.0
Mexican,2,41.0,3.2,SC,-1.08,0.817261904762,1.0
White,1,40.0,3.7,SC,-1.22,0.8523809523810001,1.0
White,1,35.0,3.8,SC,-1.22,0.7994047619050001,0.0
White,1,36.0,3.6,SC,-0.31,0.7928571428569999,1.0
White,1,38.0,3.7,SC,-0.54,0.8273809523810001,1.0
White,2,43.0,3.4,SC,-0.06,0.8613095238099999,1.0
Asian,2,39.0,3.5,FW,-0.45,0.8208333333329999,1.0
White,1,42.0,3.3,SC,-0.24,0.839285714286,1.0
White,2,42.0,3.7,SC,0.34,0.8773809523810001,1.0
White,2,40.0,3.9,SC,0.44,0.8714285714290001,1.0
White,1,44.0,3.7,SC,0.0,0.902380952381,1.0
White,1,43.0,3.3,SC,0.92,0.851785714286,1.0
White,2,41.0,3.4,SC,-0.68,0.83630952381,1.0
White,2,41.0,3.5,SC,0.59,0.8458333333329999,1.0
Black,1,38.0,3.0,MS,-1.3,0.760714285714,1.0
Black,2,37.0,2.5,FW,-1.45,0.7005952380949999,0.0
White,2,47.0,3.8,SC,1.27,0.949404761905,1.0
White,2,43.0,3.7,FW,1.13,0.8898809523810001,1.0
White,1,41.0,3.6,FW,0.9,0.8553571428569999,1.0
White,1,47.0,3.5,MS,1.88,0.920833333333,1.0
White,1,44.0,3.7,SC,1.63,0.902380952381,1.0
White,2,45.0,3.6,SC,-1.51,0.905357142857,1.0
Hispanic,2,40.0,3.7,SC,-1.05,0.8523809523810001,1.0
White,1,41.0,3.9,SC,0.23,0.883928571429,1.0
White,1,43.0,3.6,SC,1.31,0.880357142857,1.0
Asian,1,41.0,3.0,SC,-0.37,0.798214285714,1.0
White,2,46.0,3.6,SC,-1.72,0.9178571428569999,1.0
Black,1,36.0,3.4,MW,0.01,0.77380952381,1.0
White,2,40.0,3.5,SC,0.36,0.833333333333,1.0
Mexican,2,35.0,2.8,SC,-0.51,0.704166666667,1.0
White,2,44.0,3.5,SC,1.07,0.8833333333329999,1.0
Mexican,2,35.0,3.4,SC,-1.72,0.7613095238099999,1.0
White,1,42.0,3.7,SC,0.34,0.8773809523810001,1.0
Amerindian,2,43.0,2.9,SC,-0.02,0.81369047619,1.0
Black,2,36.0,3.0,SC,0.86,0.735714285714,1.0
Asian,1,42.0,3.6,SC,0.4,0.8678571428569999,1.0
White,2,41.0,3.8,SC,-0.04,0.874404761905,1.0
White,2,41.0,3.6,SC,-0.47,0.8553571428569999,1.0
White,1,33.0,3.5,SC,1.25,0.745833333333,1.0
White,2,45.0,3.2,SC,-0.18,0.867261904762,1.0
White,2,44.0,3.2,SC,1.06,0.854761904762,1.0
White,2,41.5,3.6,NE,0.75,0.8616071428569999,1.0
White,1,42.0,3.8,SC,1.71,0.886904761905,1.0
White,2,46.0,3.7,SE,1.23,0.927380952381,1.0
White,2,48.0,3.3,SC,-0.06,0.914285714286,1.0
White,2,44.0,2.2,SC,-0.45,0.759523809524,1.0
White,1,45.0,3.3,SC,1.0,0.8767857142859999,1.0
White,2,39.0,3.4,SC,0.4,0.81130952381,1.0
White,2,44.0,2.7,SC,-1.03,0.807142857143,1.0
White,1,45.0,3.6,SC,1.04,0.905357142857,1.0
White,2,39.0,3.9,SC,0.36,0.858928571429,1.0
White,2,47.0,3.5,FW,1.63,0.920833333333,1.0
White,2,39.0,3.4,MW,0.54,0.81130952381,1.0
White,2,46.0,3.5,SC,0.94,0.9083333333329999,1.0
White,2,40.5,3.7,SC,0.4,0.8586309523810001,1.0
White,2,41.0,3.3,SC,0.38,0.826785714286,1.0
White,2,42.0,3.2,SC,0.82,0.829761904762,1.0
Black,1,34.0,3.1,MS,-0.24,0.720238095238,1.0
White,1,41.0,3.0,SC,-1.22,0.798214285714,1.0
White,1,42.5,3.6,NE,0.94,0.874107142857,1.0
White,1,40.0,3.7,SC,0.61,0.8523809523810001,1.0
White,1,45.0,3.8,SC,-0.89,0.9244047619050001,1.0
White,1,40.0,4.0,SC,-0.08,0.880952380952,1.0
White,2,42.0,3.5,SC,0.13,0.858333333333,1.0
White,2,38.0,3.8,SC,-0.52,0.8369047619050001,1.0
White,2,39.0,3.6,SC,0.4,0.8303571428569999,1.0
White,2,48.0,3.5,SC,1.48,0.933333333333,1.0
White,2,44.0,3.9,SC,0.44,0.921428571429,1.0
White,1,40.0,3.5,SC,-0.56,0.833333333333,1.0
White,1,40.0,3.7,SC,-0.83,0.8523809523810001,1.0
White,2,44.0,3.1,SC,1.4,0.845238095238,1.0
White,2,44.0,3.6,SC,0.75,0.8928571428569999,1.0
White,2,42.0,2.6,SC,-0.1,0.7726190476189999,1.0
Hispanic,1,37.0,3.3,Mt,-0.45,0.776785714286,1.0
White,2,43.0,3.5,SC,0.52,0.870833333333,1.0
Mexican,1,39.0,3.5,SC,0.03,0.8208333333329999,1.0
White,2,44.0,3.6,FW,1.38,0.8928571428569999,1.0
White,1,42.0,3.5,SC,-0.24,0.858333333333,1.0
White,1,48.0,3.5,SC,0.4,0.933333333333,1.0
White,2,44.0,4.0,SC,0.4,0.9309523809520001,1.0
White,2,46.0,3.6,SC,-0.29,0.9178571428569999,0.0
White,2,45.0,3.1,SC,-0.37,0.857738095238,1.0
Mexican,1,40.0,3.7,SC,0.27,0.8523809523810001,1.0
White,1,43.0,3.6,SE,1.11,0.880357142857,1.0
White,1,45.0,3.9,SC,1.58,0.9339285714290001,1.0
Asian,2,40.0,3.7,FW,0.67,0.8523809523810001,1.0
White,2,44.0,3.5,SC,-0.6,0.8833333333329999,1.0
Black,1,43.0,3.3,MS,-2.2,0.851785714286,1.0
White,2,48.0,3.3,SC,0.48,0.914285714286,1.0
Hispanic,1,44.0,3.6,SC,-0.62,0.8928571428569999,0.0
White,1,45.0,3.6,SC,-0.95,0.905357142857,1.0
White,2,40.0,3.4,SC,1.0,0.8238095238099999,1.0
White,1,42.0,3.3,SC,-0.24,0.839285714286,1.0
White,2,41.0,3.6,Mt,1.67,0.8553571428569999,1.0
White,1,44.0,3.6,SC,0.07,0.8928571428569999,1.0
White,2,46.0,3.4,SC,1.85,0.89880952381,1.0
White,1,43.0,3.2,SC,-0.22,0.842261904762,1.0
White,2,41.0,3.7,SC,0.34,0.864880952381,1.0
White,2,37.0,3.5,SE,-0.35,0.795833333333,1.0
White,2,35.0,3.5,SC,-1.3,0.770833333333,1.0
Black,1,34.0,2.6,SC,-1.78,0.6726190476189999,1.0
White,1,46.0,3.2,SC,0.32,0.879761904762,1.0
Mexican,1,36.0,3.0,SC,-0.47,0.735714285714,1.0
White,2,40.0,3.9,SC,0.54,0.8714285714290001,1.0
White,2,41.0,3.1,SC,-1.28,0.807738095238,1.0
White,1,39.5,4.0,SC,0.9,0.874702380952,1.0
White,2,46.0,3.0,SC,1.36,0.860714285714,1.0
White,1,46.0,3.7,SC,1.92,0.927380952381,1.0
White,1,42.0,3.7,SC,1.83,0.8773809523810001,1.0
Mexican,2,37.0,3.9,SC,1.48,0.833928571429,1.0
White,2,45.0,3.1,SC,0.8,0.857738095238,1.0
White,2,40.0,3.5,SC,1.21,0.833333333333,1.0
White,1,37.5,3.7,SC,-0.85,0.8211309523810001,0.0
White,1,43.0,3.2,SC,-1.74,0.842261904762,1.0
White,2,45.0,3.6,SC,0.19,0.905357142857,1.0
White,2,35.5,3.5,SC,-0.74,0.777083333333,1.0
White,1,34.0,3.8,SC,0.38,0.786904761905,1.0
White,2,41.0,3.5,SC,0.46,0.8458333333329999,1.0
White,2,45.0,3.4,SC,0.96,0.8863095238099999,1.0
White,2,45.0,3.5,SC,0.15,0.895833333333,1.0
White,2,47.0,3.5,SC,-1.2,0.920833333333,1.0
White,2,37.0,4.0,SC,0.21,0.843452380952,1.0
White,1,41.0,3.8,SC,-0.47,0.874404761905,1.0
White,1,44.0,2.8,SC,1.63,0.816666666667,1.0
White,2,45.0,3.0,SC,-1.03,0.848214285714,1.0
White,1,42.0,3.8,SC,0.11,0.886904761905,1.0
White,1,45.0,3.8,SC,0.36,0.9244047619050001,1.0
White,2,39.0,3.9,GL,-0.72,0.858928571429,1.0
Asian,2,36.0,3.0,SC,-2.14,0.735714285714,1.0
White,2,44.0,4.0,SC,1.15,0.9309523809520001,1.0
White,2,44.0,3.4,SC,-0.12,0.87380952381,1.0
White,1,45.0,3.2,SC,0.84,0.867261904762,1.0
White,1,44.0,3.4,SC,-0.2,0.87380952381,1.0
Mexican,2,38.0,3.2,SC,0.01,0.779761904762,1.0
White,2,48.0,3.5,MW,0.77,0.933333333333,1.0
White,1,46.0,3.9,SC,0.15,0.946428571429,1.0
Other,1,42.0,3.0,SC,-0.89,0.8107142857140001,1.0
White,2,43.0,3.7,SC,-0.1,0.8898809523810001,1.0
White,2,44.0,3.8,Mt,-0.99,0.911904761905,1.0
Mexican,2,33.0,3.7,SC,-2.3,0.7648809523810001,1.0
White,1,46.0,3.5,SC,-1.16,0.9083333333329999,1.0
Black,1,38.0,3.3,SC,-0.95,0.789285714286,1.0
Asian,1,40.0,3.6,SC,-0.87,0.842857142857,1.0
White,1,45.0,3.3,SC,-1.12,0.8767857142859999,1.0
White,1,46.0,3.4,SC,0.79,0.89880952381,1.0
Black,1,36.0,3.6,SC,-1.2,0.7928571428569999,0.0
White,2,42.0,3.6,SC,-0.02,0.8678571428569999,1.0
White,2,38.0,3.5,SC,-0.27,0.808333333333,1.0
White,2,40.0,3.9,MS,0.98,0.8714285714290001,1.0
Other,2,46.0,3.6,SC,0.65,0.9178571428569999,1.0
Black,1,35.0,3.2,MS,-1.1,0.742261904762,1.0
Black,2,36.0,3.3,NE,-0.22,0.764285714286,1.0
Black,1,35.0,3.1,SC,-0.08,0.732738095238,1.0
White,1,42.0,3.5,SC,-1.99,0.858333333333,1.0
White,1,45.0,3.7,SC,0.15,0.9148809523810001,1.0
White,2,42.0,3.4,SC,-0.52,0.84880952381,1.0
Mexican,1,38.0,3.4,NE,-0.87,0.7988095238099999,1.0
White,1,46.0,3.8,SC,0.75,0.936904761905,1.0
Asian,2,40.0,3.9,SC,-1.08,0.8714285714290001,1.0
White,1,42.0,4.0,SC,0.11,0.905952380952,1.0
White,2,43.0,3.1,SC,0.27,0.832738095238,1.0
White,2,41.5,3.8,SC,1.13,0.880654761905,1.0
White,2,40.0,3.8,SC,-0.41,0.8619047619050001,1.0
White,2,48.0,3.8,SC,1.21,0.9619047619050001,1.0
Hispanic,2,36.0,3.9,SC,1.77,0.821428571429,1.0
Asian,2,41.0,3.8,SC,0.07,0.874404761905,1.0
White,2,44.0,3.1,SC,0.32,0.845238095238,1.0
White,2,48.0,3.3,SC,1.15,0.914285714286,1.0
Asian,1,39.5,3.6,SC,-0.89,0.8366071428569999,1.0
White,1,39.0,3.8,SC,-0.14,0.849404761905,1.0
White,2,44.0,3.7,SC,1.21,0.902380952381,1.0
White,2,41.0,3.4,SC,-0.95,0.83630952381,1.0
White,2,45.0,3.7,SC,-0.47,0.9148809523810001,1.0
White,2,45.0,3.9,MS,-0.18,0.9339285714290001,0.0
White,1,41.0,3.6,SC,-0.68,0.8553571428569999,1.0
White,1,39.0,3.8,SC,1.25,0.849404761905,1.0
White,2,40.0,3.7,GL,-0.04,0.8523809523810001,1.0
White,2,36.0,3.3,SC,-0.84,0.764285714286,1.0
White,2,30.0,3.1,NG,0.75,0.670238095238,1.0
White,1,34.0,3.6,SC,0.61,0.7678571428569999,1.0
White,1,35.0,3.1,SC,0.14,0.732738095238,1.0
White,2,36.0,3.0,SC,0.61,0.735714285714,1.0
Mexican,1,34.0,2.9,SC,-1.01,0.7011904761900001,0.0
White,2,37.0,3.0,SE,0.88,0.7482142857140001,1.0
White,1,33.0,3.3,SC,1.51,0.726785714286,1.0
White,2,37.0,3.0,SC,1.07,0.7482142857140001,1.0
White,2,32.0,3.3,SC,1.78,0.714285714286,1.0
White,1,35.0,3.4,SC,1.1,0.7613095238099999,1.0
White,1,35.0,2.7,SC,0.88,0.6946428571430001,1.0
White,1,33.0,3.0,SC,0.07,0.698214285714,1.0
White,1,29.5,3.1,SC,-1.28,0.663988095238,1.0
White,2,23.0,3.1,SC,-0.47,0.582738095238,0.0
White,1,36.0,2.9,SC,1.34,0.72619047619,1.0
White,2,33.0,3.1,SC,1.19,0.707738095238,1.0
White,1,37.0,3.1,SC,-0.59,0.757738095238,1.0
White,2,33.0,3.6,SC,2.39,0.755357142857,1.0
Mexican,1,35.0,3.1,SC,0.17,0.732738095238,1.0
White,2,36.5,2.4,SC,1.15,0.6848214285709999,1.0
Mexican,2,30.0,2.7,SC,-0.84,0.632142857143,1.0
Mexican,1,30.0,2.9,SC,-0.54,0.6511904761899999,0.0
White,1,32.0,3.0,SC,-0.42,0.6857142857140001,1.0
White,1,30.0,3.2,SC,-0.05,0.679761904762,1.0
White,1,36.0,3.1,SC,0.61,0.745238095238,1.0
White,1,37.0,3.1,SC,-0.86,0.757738095238,0.0
White,2,31.0,3.3,SC,-0.2,0.701785714286,1.0
Mexican,1,27.0,3.4,SC,-1.84,0.6613095238100001,0.0
White,2,34.0,2.6,SC,0.39,0.6726190476189999,1.0
White,2,32.0,2.3,SC,2.32,0.619047619048,1.0
White,1,39.0,2.5,SC,1.15,0.7255952380949999,1.0
White,2,38.0,2.9,SC,0.9,0.75119047619,1.0
White,2,37.0,3.1,SC,2.0,0.757738095238,1.0
White,2,35.5,2.3,SC,-0.3,0.6627976190479999,1.0
White,2,32.5,3.2,SC,1.41,0.711011904762,1.0
White,1,36.0,2.5,SC,0.41,0.688095238095,1.0
Mexican,1,30.0,3.7,SC,0.34,0.7273809523810001,1.0
White,1,39.0,2.1,SC,-1.84,0.6875,0.0
White,2,35.0,2.3,Mt,-0.64,0.656547619048,1.0
White,1,35.0,2.9,SC,-0.86,0.71369047619,1.0
White,2,35.0,3.3,SC,1.76,0.7517857142859999,1.0
White,2,40.0,2.5,SC,0.29,0.738095238095,1.0
White,1,37.0,2.7,SC,1.49,0.719642857143,1.0
White,2,34.0,2.9,SC,-0.59,0.7011904761900001,1.0
White,2,37.0,3.0,SC,0.39,0.7482142857140001,1.0
White,2,36.0,2.7,SC,0.29,0.7071428571430001,1.0
White,1,41.0,2.6,SC,-0.64,0.760119047619,0.0
White,2,32.0,3.1,SC,-0.37,0.695238095238,1.0
White,2,42.0,3.6,SC,1.51,0.8678571428569999,0.0
White,2,40.0,2.5,SC,0.09,0.738095238095,1.0
White,2,39.0,3.0,SC,0.02,0.773214285714,1.0
White,2,37.0,2.9,SC,-0.32,0.7386904761900001,1.0
White,2,36.0,2.3,SC,-0.1,0.669047619048,1.0
White,1,37.0,2.9,SC,1.51,0.7386904761900001,1.0
Mexican,2,31.5,2.2,SC,-0.45,0.603273809524,1.0
White,2,34.0,3.3,SC,0.12,0.739285714286,1.0
White,2,39.0,2.9,SC,2.03,0.7636904761900001,1.0
White,1,36.5,3.0,SC,0.7,0.741964285714,1.0
White,1,34.0,3.3,SC,-0.47,0.739285714286,0.0
White,2,36.0,2.7,SC,0.07,0.7071428571430001,1.0
White,1,35.5,3.1,SC,0.24,0.738988095238,1.0
White,2,31.0,3.2,SC,0.24,0.692261904762,1.0
Mexican,2,29.0,3.5,SC,0.7,0.6958333333329999,1.0
White,1,33.5,3.4,SC,-1.06,0.74255952381,1.0
White,2,39.0,2.8,SC,-0.42,0.754166666667,1.0
White,1,38.0,3.1,SC,1.56,0.770238095238,1.0
White,2,38.0,2.4,SC,0.88,0.703571428571,1.0
Mexican,2,33.0,2.3,SC,-0.35,0.6315476190479999,0.0
White,2,37.0,2.6,SC,-0.15,0.7101190476189999,1.0
White,2,34.0,3.1,SC,0.07,0.720238095238,1.0
White,2,38.0,3.7,SC,1.34,0.8273809523810001,1.0
White,2,37.0,2.6,SC,0.36,0.7101190476189999,1.0
White,1,35.0,3.3,SC,-0.01,0.7517857142859999,1.0
White,2,35.0,2.5,SC,-1.23,0.675595238095,0.0
White,2,31.0,3.5,SC,-0.37,0.7208333333329999,1.0
White,1,33.5,2.4,SC,-0.37,0.6473214285710001,1.0
White,1,35.0,3.0,FW,0.17,0.723214285714,1.0
White,2,38.0,2.5,SC,1.76,0.713095238095,1.0
Mexican,2,21.5,3.0,SC,-0.37,0.554464285714,0.0
Mexican,1,35.0,2.3,SC,-0.5,0.656547619048,1.0
White,2,36.0,2.5,SC,-1.5,0.688095238095,0.0
White,2,32.0,3.7,SC,1.07,0.7523809523810001,1.0
White,2,35.0,3.0,SC,-0.72,0.723214285714,0.0
White,1,30.0,3.1,SC,-1.4,0.670238095238,0.0
Mexican,2,31.0,2.7,SC,0.07,0.644642857143,1.0
White,2,35.0,3.0,SC,0.88,0.723214285714,1.0
White,1,34.0,3.5,SC,1.07,0.7583333333329999,1.0
White,2,35.0,2.5,SC,0.53,0.675595238095,1.0
White,1,40.0,2.7,SC,1.34,0.7571428571430001,1.0
White,2,36.0,2.5,SC,0.07,0.688095238095,1.0
Mexican,1,28.0,3.5,SC,-0.81,0.683333333333,0.0
White,2,36.0,2.6,SC,0.39,0.697619047619,1.0
White,2,31.0,3.0,SC,-0.54,0.673214285714,1.0
White,1,39.0,3.8,SC,0.7,0.849404761905,1.0
White,2,34.0,3.2,SC,0.44,0.729761904762,1.0
Hispanic,2,29.0,3.3,SC,-0.4,0.676785714286,0.0
White,2,35.0,3.4,SC,1.02,0.7613095238099999,1.0
White,2,36.0,2.5,MW,-1.3,0.688095238095,1.0
Mexican,2,29.5,3.3,SC,0.14,0.683035714286,1.0
White,1,36.0,3.2,SC,2.0,0.754761904762,1.0
White,1,28.0,3.6,SC,-0.57,0.692857142857,1.0
White,2,31.0,3.2,SC,-1.18,0.692261904762,0.0
Mexican,2,38.0,2.2,SC,1.93,0.6845238095239999,1.0
White,1,37.0,3.7,SC,0.51,0.8148809523810001,1.0
Hispanic,2,26.0,3.3,SC,-1.5,0.639285714286,0.0
White,2,37.0,2.6,SC,-1.5,0.7101190476189999,0.0
Mexican,2,29.0,3.0,SC,-0.57,0.648214285714,0.0
White,1,33.0,3.5,SC,-0.45,0.745833333333,1.0
Mexican,2,31.0,2.2,SC,0.14,0.597023809524,1.0
Black,1,24.0,3.1,SC,-1.55,0.595238095238,0.0
Black,1,25.0,3.2,FW,-1.6,0.617261904762,0.0
White,2,45.0,2.2,MW,-0.81,0.772023809524,1.0
White,1,34.0,3.0,SC,0.61,0.710714285714,1.0
White,2,31.5,3.2,GL,0.04,0.698511904762,1.0
White,1,32.0,3.1,SC,0.12,0.695238095238,1.0
White,2,42.0,2.7,SC,0.68,0.782142857143,1.0
Mexican,2,30.0,3.1,SC,1.29,0.670238095238,1.0
White,2,39.0,2.7,SC,-0.84,0.744642857143,0.0
Mexican,1,31.0,2.8,SC,-0.79,0.654166666667,0.0
