age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
48.0, Private,148338.03, Bachelors,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
62.0, Private,176663.72, HS-grad,1.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,244214.92, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,27.0, United-States, <=50K
28.0, Federal-gov,165333.78, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
42.0, Private,193098.55, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,190234.39, 11th,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
67.0, Private,217761.84, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
69.24318, Private,203810.28, 7th-8th,1.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
90.0, Self-emp-not-inc,118648.27, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,252610.47, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
45.619034, Federal-gov,193129.27, HS-grad,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
90.0, Private,241930.86, HS-grad,9.0, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
38.0, Private,1490400.0, 11th,3.0, Widowed, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,1.0, United-States, <=50K
17.0, Private,1490400.0, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,16.0, United-States, <=50K
34.0, Private,1490400.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,30.0, Puerto-Rico, >50K
52.0, Private,194130.06, HS-grad,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,162104.53, HS-grad,10.0, Married-spouse-absent, Protective-serv, Unmarried, White, Male,0.0,0.0,45.0, United-States, <=50K
34.0, Private,148257.11, 11th,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,28.0, United-States, <=50K
52.0, Local-gov,1490400.0, Bachelors,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
17.0, Private,195080.62, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Self-emp-not-inc,189896.89, HS-grad,9.0, Separated, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,167648.66, Some-college,9.0, Never-married, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
24.0, Self-emp-not-inc,137000.44, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0.0,0.0,50.0, United-States, <=50K
37.0, Federal-gov,97850.21, Masters,14.0, Divorced, Prof-specialty, Own-child, White, Female,0.0,0.0,1.0, United-States, >50K
53.0, Self-emp-not-inc,157110.2, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,4356.0,42.0, United-States, >50K
43.0, Private,176329.47, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
49.0, Private,172728.16, Bachelors,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
25.0, Self-emp-not-inc,55034.0, HS-grad,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Private,172333.8, HS-grad,6.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
47.0, Private,147350.69, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,30.0, United-States, >50K
53.0, Private,179470.23, 11th,9.0, Widowed, Protective-serv, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Local-gov,12285.0, Assoc-acdm,16.0, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, ?, <=50K
44.0, Private,144857.77, Masters,14.0, Never-married, Exec-managerial, Own-child, Black, Male,0.0,0.0,50.0, United-States, >50K
48.0, Private,114921.63, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Self-emp-not-inc,194265.95, HS-grad,9.0, Divorced, Other-service, Unmarried, Black, Female,0.0,0.0,35.0, United-States, <=50K
35.0, Private,1490400.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K
31.0, Private,172586.72, Some-college,10.0, Never-married, Tech-support, Unmarried, Other, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,171077.5, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
44.0, Private,292188.62, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
33.0, Private,143150.06, 11th,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, Mexico, <=50K
42.0, Private,185790.39, 11th,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
49.0, Local-gov,179505.27, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
38.0, Private,110860.6, Bachelors,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
42.0, Private,274852.0, Bachelors,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Female,0.0,0.0,40.0, United-States, >50K
46.0, Local-gov,12285.0, 1st-4th,10.0, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, >50K
47.0, Private,243977.36, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,35.0, India, >50K
32.0, Private,223701.28, Bachelors,13.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,44.0, ?, <=50K
52.0, Private,1490400.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
42.0, Private,249380.81, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,222048.12, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,174739.11, HS-grad,9.0, Divorced, Craft-repair, Husband, White, Male,0.0,0.0,38.0, United-States, <=50K
57.0, Self-emp-not-inc,133678.56, Some-college,11.0, Widowed, Exec-managerial, Wife, White, Female,0.0,0.0,8.0, United-States, <=50K
41.0, Federal-gov,188727.7, Some-college,10.0, Never-married, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
42.0, State-gov,31638.223, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
22.0, Private,1490400.0, HS-grad,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,109220.35, Some-college,10.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,99999.0,0.0,40.0, United-States, >50K
17.0, Private,1490400.0, 11th,7.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0.0,0.0,40.0, Mexico, <=50K
32.0, Private,250545.75, Prof-school,10.0, Never-married, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
55.0, Private,118467.87, HS-grad,6.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,45.0, United-States, <=50K
28.0, Private,177545.58, Assoc-acdm,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,45.0, United-States, <=50K
40.0, Private,225872.66, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
90.0, Private,45958.934, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
31.0, Private,193448.58, Bachelors,12.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,1490400.0, Some-college,10.0, Divorced, Sales, Not-in-family, Black, Female,0.0,0.0,35.0, United-States, <=50K
44.0, Private,101311.02, 11th,9.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,32.0, United-States, <=50K
27.0, Private,226795.56, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K
23.0, Private,182644.02, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,1.0, El-Salvador, <=50K
51.0, Local-gov,182377.38, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,403394.38, HS-grad,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,12285.0, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Self-emp-not-inc,141331.55, Bachelors,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
90.0, Self-emp-not-inc,429425.4, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
54.0, Private,121859.34, Bachelors,10.0, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
24.0, Private,253395.19, Bachelors,10.0, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,143029.44, Some-college,10.0, Widowed, Sales, Not-in-family, Black, Female,0.0,0.0,99.0, United-States, >50K
55.0, Private,12285.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
49.0, Private,148329.84, Assoc-voc,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K
26.0, Private,287326.9, Some-college,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
56.0, Local-gov,188495.03, Masters,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,4356.0,40.0, United-States, >50K
48.0, Private,141038.48, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, >50K
26.0, Private,212821.81, HS-grad,9.0, Never-married, Sales, Other-relative, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,187174.39, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K
31.0, Private,33274.67, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
17.0, Private,1490400.0, Some-college,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,413169.6, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,228238.61, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,12285.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K
35.0, Self-emp-inc,1490400.0, Some-college,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States, >50K
25.0, Private,140050.75, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
19.0, Private,171997.27, 11th,9.0, Never-married, Other-service, Unmarried, Black, Male,0.0,0.0,35.0, United-States, <=50K
37.0, Private,311130.3, Bachelors,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
26.0, Private,211443.84, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,15.0, United-States, <=50K
42.0, Private,193868.88, Bachelors,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
48.0, Self-emp-inc,111830.0, Masters,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,1490400.0, Some-college,12.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
56.0, Private,72447.79, Bachelors,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
42.0, Federal-gov,122620.71, HS-grad,9.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
30.0, ?,236110.22, HS-grad,9.0, Divorced, Other-service, Not-in-family, Black, Male,0.0,0.0,39.0, United-States, <=50K
33.0, Private,37770.426, Bachelors,10.0, Married-spouse-absent, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
27.0, Private,12285.0, HS-grad,10.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,40.0, Mexico, <=50K
38.0, Private,242583.83, HS-grad,9.0, Never-married, ?, Other-relative, Black, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,71922.51, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
90.0, Private,203177.67, Bachelors,14.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,99.0, United-States, <=50K
33.0, ?,240849.34, 5th-6th,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,109432.43, Bachelors,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
36.0, Private,105029.195, Bachelors,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,75.0, United-States, <=50K
30.803825, ?,168660.77, 7th-8th,1.0, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
55.0, Private,308153.22, Some-college,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
46.0, ?,44710.734, 7th-8th,9.0, Separated, Prof-specialty, Other-relative, Black, Female,5030.128,0.0,1.0, United-States, <=50K
17.0, Private,190534.3, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,38.0, United-States, <=50K
37.0, Private,350873.78, Assoc-acdm,10.0, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Private,1490400.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,402979.66, 7th-8th,4.0, Separated, Other-service, Unmarried, White, Male,0.0,0.0,45.0, United-States, <=50K
90.0, Self-emp-not-inc,116383.79, 7th-8th,1.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,245840.36, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,99999.0,0.0,40.0, United-States, >50K
30.0, Private,100460.82, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,205715.66, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,249330.62, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,1.0, United-States, <=50K
64.687874, Private,384139.88, HS-grad,9.0, Married-spouse-absent, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,387365.3, Some-college,9.0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,241855.38, 11th,7.0, Widowed, Handlers-cleaners, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Private,184414.81, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
51.0, ?,106083.55, HS-grad,10.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, India, <=50K
38.0, ?,308796.28, Some-college,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
38.0, Private,108200.75, HS-grad,10.0, Married-civ-spouse, Sales, Wife, White, Male,0.0,0.0,50.0, United-States, <=50K
48.0, Private,128618.4, Assoc-voc,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,48.0, United-States, <=50K
41.0, Private,138908.36, Some-college,14.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,50.0, United-States, >50K
27.0, Private,294394.44, Bachelors,14.0, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,35.0, ?, <=50K
23.0, Private,183226.4, HS-grad,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,55.0, United-States, <=50K
34.0, Private,155997.64, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Self-emp-not-inc,201530.22, Assoc-acdm,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,192899.75, HS-grad,9.0, Separated, Tech-support, Unmarried, Black, Female,0.0,0.0,30.0, United-States, <=50K
36.0, ?,339544.6, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,1.0, United-States, <=50K
23.0, Private,1490400.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,157917.55, 12th,6.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
20.0, Private,196332.62, Some-college,12.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, ?,200470.61, HS-grad,9.0, Never-married, ?, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K
17.0, Private,116814.35, Some-college,10.0, Never-married, Prof-specialty, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,188159.75, 12th,9.0, Divorced, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
53.0, Private,200422.92, Some-college,9.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,52.829536, United-States, <=50K
27.0, Private,131236.34, Some-college,10.0, Divorced, Craft-repair, Own-child, White, Male,0.0,0.0,1.0, United-States, <=50K
39.0, State-gov,193584.2, HS-grad,9.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States, >50K
54.391865, Private,108816.77, Bachelors,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
38.0, Private,36558.78, Bachelors,13.0, Never-married, Sales, Other-relative, White, Female,0.0,0.0,20.0, United-States, <=50K
29.0, Local-gov,138583.61, Bachelors,12.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Federal-gov,426957.12, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0.0,0.0,50.0, United-States, <=50K
42.0, Private,67317.25, HS-grad,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,99854.87, HS-grad,9.0, Married-civ-spouse, Transport-moving, Wife, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,12285.0, HS-grad,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,38.0, United-States, <=50K
51.0, Self-emp-inc,163285.97, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
20.0, Private,12285.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,92350.09, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,1.0, United-States, <=50K
37.0, Private,195323.23, Assoc-acdm,10.0, Married-civ-spouse, Tech-support, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K
45.0, Local-gov,326306.25, 10th,7.0, Widowed, Craft-repair, Unmarried, Black, Male,0.0,0.0,40.0, United-States, <=50K
56.0, Self-emp-inc,194988.2, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,99999.0,0.0,40.0, United-States, >50K
43.0, Private,35312.914, Assoc-voc,9.0, Widowed, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
45.0, Self-emp-inc,101504.21, Assoc-acdm,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
32.0, Local-gov,116368.23, Assoc-voc,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, ?,210426.05, Some-college,9.0, Never-married, ?, Own-child, Black, Male,0.0,0.0,1.0, United-States, <=50K
90.0, Federal-gov,423735.44, Doctorate,13.0, Widowed, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
53.0, Private,190701.5, 10th,4.0, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0.0,0.0,60.0, United-States, <=50K
27.0, Private,12285.0, Masters,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
25.0, Private,103601.6, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Local-gov,247959.58, Masters,13.0, Never-married, Prof-specialty, Other-relative, Black, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Local-gov,104209.93, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Private,176392.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,140640.23, Masters,16.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,30.0, United-States, >50K
33.0, Private,209314.3, Assoc-acdm,11.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,50.0, United-States, >50K
52.0, Local-gov,12285.0, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States, >50K
90.0, State-gov,1490400.0, Some-college,10.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,15.0, United-States, <=50K
72.0, Self-emp-inc,141365.77, Masters,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K
40.0, Private,171517.92, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
27.0, Private,134844.11, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K
73.0, Local-gov,159900.33, Assoc-voc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,186047.64, Bachelors,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,55.0, United-States, >50K
34.0, Private,124983.15, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Federal-gov,153188.86, Assoc-voc,9.0, Divorced, Other-service, Unmarried, Black, Female,0.0,0.0,60.0, United-States, <=50K
46.0, Private,110030.69, Bachelors,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,169550.16, Some-college,10.0, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States, <=50K
55.0, Private,199005.73, 9th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0.0,0.0,40.0, United-States, >50K
36.0, Self-emp-not-inc,1490400.0, Assoc-voc,10.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,207676.52, Some-college,10.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,30.0, United-States, >50K
17.0, Private,121106.45, HS-grad,9.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
45.0, Private,103584.15, HS-grad,9.0, Married-civ-spouse, Transport-moving, Wife, White, Male,0.0,0.0,40.0, United-States, >50K
49.0, ?,200498.98, HS-grad,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,12285.0, Some-college,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,20.0, United-States, <=50K
27.0, Private,151103.06, HS-grad,9.0, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,50.0, United-States, <=50K
42.0, Private,172989.34, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,112994.01, 10th,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,113541.53, HS-grad,9.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,30.0, United-States, <=50K
32.0, Private,133413.33, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0.0,0.0,40.0, United-States, >50K
50.753666, Self-emp-inc,186193.2, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
44.0, Private,1490400.0, Prof-school,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
49.0, Self-emp-not-inc,69300.984, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,41.0, United-States, <=50K
35.0, Local-gov,169132.55, HS-grad,9.0, Married-civ-spouse, Other-service, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K
51.0, Private,188737.44, Bachelors,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, Philippines, <=50K
54.0, Private,241724.6, HS-grad,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Federal-gov,152102.1, Bachelors,13.0, Never-married, Sales, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
52.0, Private,195755.8, Some-college,10.0, Separated, Exec-managerial, Not-in-family, White, Female,0.0,4356.0,40.0, United-States, >50K
17.0, Private,38586.5, HS-grad,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
34.0, Self-emp-inc,545854.7, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
